"Kod";"Nazwa";"wypadki ogółem;1999;[szt.]";"wypadki ogółem;2000;[szt.]";"wypadki ogółem;2001;[szt.]";"wypadki ogółem;2002;[szt.]";"wypadki ogółem;2003;[szt.]";"wypadki ogółem;2004;[szt.]";"wypadki ogółem;2005;[szt.]";"wypadki ogółem;2006;[szt.]";"wypadki ogółem;2007;[szt.]";"wypadki ogółem;2008;[szt.]";"wypadki ogółem;2009;[szt.]";"wypadki ogółem;2010;[szt.]";"wypadki ogółem;2011;[szt.]";"wypadki ogółem;2012;[szt.]";"wypadki ogółem;2013;[szt.]";"wypadki ogółem;2014;[szt.]";"wypadki ogółem;2015;[szt.]";"wypadki ogółem;2016;[szt.]";"wypadki ogółem;2017;[szt.]";"wypadki ogółem;2018;[szt.]";"wypadki ogółem;2019;[szt.]";"wypadki ogółem;2020;[szt.]";"wypadki ogółem;2021;[szt.]";"wypadki ogółem;2022;[szt.]";"wypadki ogółem;2023;[szt.]";"wypadki ogółem;2024;[szt.]";
2401081;"Sławków (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2402000;"Powiat bielski";;;;;;;;;;;;;139;108;102;110;113;86;97;59;73;46;42;48;43;44;
2402011;"Szczyrk (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;0;
2402022;"Bestwina (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;1;
2402032;"Buczkowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2402043;"Czechowice-Dziedzice (3)";;;;;;;;;;;;;;;;;;;;;;;;;12;16;
2402052;"Jasienica (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
2402062;"Jaworze (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2402072;"Kozy (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2402082;"Porąbka (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;7;
2402093;"Wilamowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;4;
2402102;"Wilkowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2403000;"Powiat cieszyński";;;;;;;;;;;;;152;147;182;202;204;180;178;181;164;132;121;79;49;76;
2403011;"Cieszyn (1)";;;;;;;;;;;;;;;;;;;;;;;;;6;14;
2403021;"Ustroń (1)";;;;;;;;;;;;;;;;;;;;;;;;;10;16;
2403031;"Wisła (1)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2403042;"Brenna (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2403052;"Chybie (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
2403062;"Dębowiec (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;0;
2403072;"Goleszów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2403082;"Hażlach (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2403092;"Istebna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;5;
2403103;"Skoczów (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;15;
2403113;"Strumień (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;8;
2403122;"Zebrzydowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2404000;"Powiat częstochowski";;;;;;;;;;;;;239;246;233;227;207;246;237;230;197;165;114;86;75;89;
2404013;"Blachownia (3)";;;;;;;;;;;;;;;;;;;;;;;;;12;16;
2404022;"Dąbrowa Zielona (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2404032;"Janów (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
2404042;"Kamienica Polska (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2404052;"Kłomnice (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;9;
2404063;"Koniecpol (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2404072;"Konopiska (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;8;
2404082;"Kruszyna (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2404092;"Lelów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;6;
2404102;"Mstów (2)";;;;;;;;;;;;;;;;;;;;;;;;;14;8;
2404112;"Mykanów (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;8;
2404123;"Olsztyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;6;
2404132;"Poczesna (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;8;
2404142;"Przyrów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;;
2404152;"Rędziny (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2404162;"Starcza (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;4;
2405000;"Powiat gliwicki";;;;;;;;;;;;;130;129;114;76;81;81;82;63;67;55;45;31;54;31;
2405011;"Knurów (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;8;
2405021;"Pyskowice (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
2405032;"Gierałtowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;4;
2405042;"Pilchowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;2;
2405052;"Rudziniec (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;1;
2405063;"Sośnicowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;9;
2405073;"Toszek (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2405082;"Wielowieś (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;0;
2406000;"Powiat kłobucki";;;;;;;;;;;;;79;66;50;45;50;53;44;47;34;50;40;42;54;49;
2406013;"Kłobuck (3)";;;;;;;;;;;;;;;;;;;;;;;;;16;13;
2406023;"Krzepice (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;5;
2406032;"Lipie (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2406042;"Miedźno (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2406052;"Opatów (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;4;
2406062;"Panki (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
2406072;"Popów (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2406082;"Przystajń (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;5;
2406092;"Wręczyca Wielka (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;8;
2407000;"Powiat lubliniecki";;;;;;;;;;;;;80;74;59;56;54;42;27;37;77;51;51;37;33;36;
2407011;"Lubliniec (1)";;;;;;;;;;;;;;;;;;;;;;;;;6;12;
2407022;"Boronów (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2407032;"Ciasna (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2407042;"Herby (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
2407052;"Kochanowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
2407062;"Koszęcin (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2407072;"Pawonków (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2407083;"Woźniki (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
2408000;"Powiat mikołowski";;;;;;;;;;;;;55;72;88;85;79;62;53;52;52;48;43;37;43;42;
2408011;"Łaziska Górne (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;8;
2408021;"Mikołów (1)";;;;;;;;;;;;;;;;;;;;;;;;;15;23;
2408031;"Orzesze (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;7;
2408042;"Ornontowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2408052;"Wyry (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2409000;"Powiat myszkowski";;;;;;;;;;;;;135;101;118;115;108;78;88;88;74;52;58;52;44;42;
2409011;"Myszków (1)";;;;;;;;;;;;;;;;;;;;;;;;;16;23;
2409023;"Koziegłowy (3)";;;;;;;;;;;;;;;;;;;;;;;;;13;7;
2409032;"Niegowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2409042;"Poraj (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;5;
2409053;"Żarki (3)";;;;;;;;;;;;;;;;;;;;;;;;;7;6;
2410000;"Powiat pszczyński";;;;;;;;;;;;;151;130;120;134;85;66;71;59;59;32;44;47;60;58;
2410012;"Goczałkowice-Zdrój (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
2410022;"Kobiór (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;5;
2410032;"Miedźna (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
2410042;"Pawłowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;11;
2410053;"Pszczyna (3)";;;;;;;;;;;;;;;;;;;;;;;;;26;29;
2410062;"Suszec (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;4;
2411000;"Powiat raciborski";;;;;;;;;;;;;95;94;92;80;59;50;61;51;57;32;33;25;33;35;
2411011;"Racibórz (1)";;;;;;;;;;;;;;;;;;;;;;;;;14;14;
2411022;"Kornowac (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;8;
2411033;"Krzanowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2411042;"Krzyżanowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;10;1;
2411053;"Kuźnia Raciborska (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;5;
2411062;"Nędza (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2411072;"Pietrowice Wielkie (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
2411082;"Rudnik (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2412000;"Powiat rybnicki";;;;;;;;;;;;;50;44;39;34;32;44;36;42;33;23;38;33;29;20;
2412013;"Czerwionka-Leszczyny (3)";;;;;;;;;;;;;;;;;;;;;;;;;16;11;
2412022;"Gaszowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2412032;"Jejkowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2412042;"Lyski (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;5;
2412052;"Świerklany (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2413000;"Powiat tarnogórski";;;;;;;;;;;;;213;225;202;182;151;156;172;156;174;96;104;84;94;96;
2413011;"Kalety (1)";;;;;;;;;;;;;;;;;;;;;;;;;3;5;
2413021;"Miasteczko Śląskie (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2413031;"Radzionków (1)";;;;;;;;;;;;;;;;;;;;;;;;;6;9;
2413041;"Tarnowskie Góry (1)";;;;;;;;;;;;;;;;;;;;;;;;;44;47;
2413052;"Krupski Młyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2413062;"Ożarowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2413072;"Świerklaniec (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;12;
2413082;"Tworóg (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
2413092;"Zbrosławice (2)";;;;;;;;;;;;;;;;;;;;;;;;;17;10;
2414000;"Powiat bieruńsko-lędziński";;;;;;;;;;;;;90;66;74;60;51;36;47;38;30;42;31;30;19;13;
2414011;"Bieruń (1)";;;;;;;;;;;;;;;;;;;;;;;;;7;5;
2414021;"Imielin (1)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2414031;"Lędziny (1)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2414042;"Bojszowy (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;2;
2414052;"Chełm Śląski (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2415000;"Powiat wodzisławski";;;;;;;;;;;;;145;122;126;120;102;97;67;64;46;49;51;42;43;47;
2415011;"Pszów (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;2;
2415021;"Radlin (1)";;;;;;;;;;;;;;;;;;;;;;;;;5;4;
2415031;"Rydułtowy (1)";;;;;;;;;;;;;;;;;;;;;;;;;9;11;
2415041;"Wodzisław Śląski (1)";;;;;;;;;;;;;;;;;;;;;;;;;12;17;
2415052;"Godów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2415062;"Gorzyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2415072;"Lubomia (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2415082;"Marklowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2415092;"Mszana (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2416000;"Powiat zawierciański";;;;;;;;;;;;;196;170;118;95;83;78;111;105;73;84;89;99;90;89;
2416011;"Poręba (1)";;;;;;;;;;;;;;;;;;;;;;;;;7;4;
2416021;"Zawiercie (1)";;;;;;;;;;;;;;;;;;;;;;;;;40;36;
2416032;"Irządze (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;3;
2416042;"Kroczyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
2416053;"Łazy (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;9;
2416063;"Ogrodzieniec (3)";;;;;;;;;;;;;;;;;;;;;;;;;6;9;
2416073;"Pilica (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;5;
2416083;"Szczekociny (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
2416093;"Włodowice (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;7;
2416102;"Żarnowiec (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2417000;"Powiat żywiecki";;;;;;;;;;;;;237;230;264;258;147;147;121;93;69;62;48;40;42;32;
2417011;"Żywiec (1)";;;;;;;;;;;;;;;;;;;;;;;;;7;5;
2417022;"Czernichów (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2417032;"Gilowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2417042;"Jeleśnia (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;1;
2417062;"Lipowa (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2417072;"Łękawica (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2417082;"Łodygowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2417092;"Milówka (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2417102;"Radziechowy-Wieprz (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;3;
2417112;"Rajcza (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;0;
2417122;"Ślemień (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2417132;"Świnna (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2417142;"Ujsoły (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2417152;"Węgierska Górka (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2461000;"Powiat m. Bielsko-Biała";;;;;;;;;;;;;126;101;101;139;138;93;102;88;62;49;40;29;50;51;
2461011;"Bielsko-Biała (1)";;;;;;;;;;;;;;;;;;;;;;;;;50;51;
2462000;"Powiat m. Bytom";;;;;;;;;;;;;146;146;121;142;149;121;109;99;79;58;73;71;59;68;
2462011;"Bytom (1)";;;;;;;;;;;;;;;;;;;;;;;;;59;68;
2463000;"Powiat m. Chorzów";;;;;;;;;;;;;43;41;40;50;32;29;28;24;20;28;27;25;22;20;
2463011;"Chorzów (1)";;;;;;;;;;;;;;;;;;;;;;;;;22;20;
2464000;"Powiat m. Częstochowa";;;;;;;;;;;;;455;442;425;464;335;429;378;327;318;232;195;171;170;145;
2464011;"Częstochowa (1)";;;;;;;;;;;;;;;;;;;;;;;;;170;145;
2465000;"Powiat m. Dąbrowa Górnicza";;;;;;;;;;;;;157;125;103;113;100;95;95;88;95;75;68;66;58;57;
2465011;"Dąbrowa Górnicza (1)";;;;;;;;;;;;;;;;;;;;;;;;;58;57;
2466000;"Powiat m. Gliwice";;;;;;;;;;;;;256;221;243;195;147;117;104;105;101;95;76;96;84;59;
2466011;"Gliwice (1)";;;;;;;;;;;;;;;;;;;;;;;;;84;59;
2467000;"Powiat m. Jastrzębie-Zdrój";;;;;;;;;;;;;102;99;94;94;98;86;80;57;57;42;34;30;24;23;
2467011;"Jastrzębie-Zdrój (1)";;;;;;;;;;;;;;;;;;;;;;;;;24;23;
2468000;"Powiat m. Jaworzno";;;;;;;;;;;;;98;82;68;67;43;36;36;29;28;28;22;24;18;21;
2468011;"Jaworzno (1)";;;;;;;;;;;;;;;;;;;;;;;;;18;21;
2469000;"Powiat m. Katowice";;;;;;;;;;;;;307;308;306;278;281;307;254;252;221;165;162;148;145;146;
2469011;"Katowice (1)";;;;;;;;;;;;;;;;;;;;;;;;;145;146;
2470000;"Powiat m. Mysłowice";;;;;;;;;;;;;48;68;55;48;41;39;46;47;53;49;40;32;46;42;
2470011;"Mysłowice (1)";;;;;;;;;;;;;;;;;;;;;;;;;46;42;
2471000;"Powiat m. Piekary Śląskie";;;;;;;;;;;;;65;65;63;46;39;35;34;37;35;32;28;26;31;19;
2471011;"Piekary Śląskie (1)";;;;;;;;;;;;;;;;;;;;;;;;;31;19;
2472000;"Powiat m. Ruda Śląska";;;;;;;;;;;;;164;132;141;126;100;107;121;125;86;74;93;80;72;56;
2472011;"Ruda Śląska (1)";;;;;;;;;;;;;;;;;;;;;;;;;72;56;
2473000;"Powiat m. Rybnik";;;;;;;;;;;;;86;86;71;74;67;55;62;54;60;57;60;57;51;33;
2473011;"Rybnik (1)";;;;;;;;;;;;;;;;;;;;;;;;;51;33;
2474000;"Powiat m. Siemianowice Śląskie";;;;;;;;;;;;;47;30;24;27;24;34;32;25;21;12;14;11;11;13;
2474011;"Siemianowice Śląskie (1)";;;;;;;;;;;;;;;;;;;;;;;;;11;13;
2475000;"Powiat m. Sosnowiec";;;;;;;;;;;;;198;188;204;200;185;199;190;162;140;102;89;92;76;73;
2475011;"Sosnowiec (1)";;;;;;;;;;;;;;;;;;;;;;;;;76;73;
2476000;"Powiat m. Świętochłowice";;;;;;;;;;;;;30;21;28;19;13;16;34;25;22;17;15;13;9;9;
2476011;"Świętochłowice (1)";;;;;;;;;;;;;;;;;;;;;;;;;9;9;
2477000;"Powiat m. Tychy";;;;;;;;;;;;;163;135;115;79;51;42;49;46;44;51;34;39;33;40;
2477011;"Tychy (1)";;;;;;;;;;;;;;;;;;;;;;;;;33;40;
2478000;"Powiat m. Zabrze";;;;;;;;;;;;;232;228;205;208;185;183;162;152;131;90;78;92;60;42;
2478011;"Zabrze (1)";;;;;;;;;;;;;;;;;;;;;;;;;60;42;
2479000;"Powiat m. Żory";;;;;;;;;;;;;32;38;22;22;34;26;32;28;25;18;32;28;17;19;
2479011;"Żory (1)";;;;;;;;;;;;;;;;;;;;;;;;;17;19;
2600000;"ŚWIĘTOKRZYSKIE";;2284;2208;2209;2171;2172;1906;1886;1919;1899;1744;1574;1520;1393;1399;1308;1353;1365;1235;1201;1056;831;780;649;669;665;
2601000;"Powiat buski";;;;;;;;;;;;;59;58;52;41;38;29;42;33;14;35;27;14;21;26;
2601013;"Busko-Zdrój (3)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
2601022;"Gnojno (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;4;
2601033;"Nowy Korczyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;4;
2601043;"Pacanów (3)";;;;;;;;;;;;;;;;;;;;;;;;;0;4;
2601052;"Solec-Zdrój (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;2;
2601063;"Stopnica (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2601072;"Tuczępy (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2601083;"Wiślica (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;1;
2602000;"Powiat jędrzejowski";;;;;;;;;;;;;66;72;81;106;123;91;101;113;115;106;113;73;48;52;
2602012;"Imielno (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2602023;"Jędrzejów (3)";;;;;;;;;;;;;;;;;;;;;;;;;18;20;
2602033;"Małogoszcz (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;9;
2602042;"Nagłowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2602052;"Oksa (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2602063;"Sędziszów (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
2602072;"Słupia (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2602082;"Sobków (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;8;
2602093;"Wodzisław (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
2603000;"Powiat kazimierski";;;;;;;;;;;;;30;27;30;16;24;26;23;24;25;27;30;15;17;17;
2603012;"Bejsce (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2603022;"Czarnocin (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;1;
2603033;"Kazimierza Wielka (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;8;
2603043;"Opatowiec (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2603053;"Skalbmierz (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;6;
2604000;"Powiat kielecki";;;;;;;;;;;;;463;414;414;391;388;387;316;291;253;168;169;150;144;144;
2604012;"Bieliny (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;8;
2604023;"Bodzentyn (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;6;
2604033;"Chęciny (3)";;;;;;;;;;;;;;;;;;;;;;;;;12;9;
2604043;"Chmielnik (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;13;
2604053;"Daleszyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;14;
2604062;"Górno (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;10;
2604073;"Łagów (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2604083;"Łopuszno (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;6;
2604092;"Masłów (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;6;
2604102;"Miedziana Góra (2)";;;;;;;;;;;;;;;;;;;;;;;;;9;14;
2604112;"Mniów (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;6;
2604123;"Morawica (3)";;;;;;;;;;;;;;;;;;;;;;;;;15;14;
2604133;"Nowa Słupia (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2604143;"Piekoszów (3)";;;;;;;;;;;;;;;;;;;;;;;;;19;9;
2604153;"Pierzchnica (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2604162;"Raków (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2604172;"Nowiny (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;6;
2604182;"Strawczyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;3;
2604192;"Zagnańsk (2)";;;;;;;;;;;;;;;;;;;;;;;;;8;8;
2605000;"Powiat konecki";;;;;;;;;;;;;73;55;49;38;62;67;65;65;48;52;37;37;38;29;
2605012;"Fałków (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;3;
2605022;"Gowarczów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;;
2605023;"Gowarczów (3)";;;;;;;;;;;;;;;;;;;;;;;;;;1;
2605033;"Końskie (3)";;;;;;;;;;;;;;;;;;;;;;;;;21;12;
2605043;"Radoszyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2605052;"Ruda Maleniecka (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2605062;"Słupia Konecka (2)";;;;;;;;;;;;;;;;;;;;;;;;;0;2;
2605072;"Smyków (2)";;;;;;;;;;;;;;;;;;;;;;;;;5;2;
2605083;"Stąporków (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;3;
2606000;"Powiat opatowski";;;;;;;;;;;;;59;71;71;44;48;39;45;65;52;42;31;31;34;28;
2606012;"Baćkowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;5;
2606023;"Iwaniska (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;1;
2606032;"Lipnik (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2606043;"Opatów (3)";;;;;;;;;;;;;;;;;;;;;;;;;10;5;
2606053;"Ożarów (3)";;;;;;;;;;;;;;;;;;;;;;;;;8;6;
2606062;"Sadowie (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;2;
2606072;"Tarłów (2)";;;;;;;;;;;;;;;;;;;;;;;;;6;3;
2606082;"Wojciechowice (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2607000;"Powiat ostrowiecki";;;;;;;;;;;;;42;44;33;35;48;58;49;45;50;37;31;31;27;29;
2607011;"Ostrowiec Świętokrzyski (1)";;;;;;;;;;;;;;;;;;;;;;;;;16;17;
2607022;"Bałtów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;0;
2607032;"Bodzechów (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;4;
2607043;"Ćmielów (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2607053;"Kunów (3)";;;;;;;;;;;;;;;;;;;;;;;;;2;3;
2607062;"Waśniów (2)";;;;;;;;;;;;;;;;;;;;;;;;;3;2;
2608000;"Powiat pińczowski";;;;;;;;;;;;;50;35;32;39;31;35;34;33;35;24;25;19;20;15;
2608013;"Działoszyce (3)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2608022;"Kije (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2608032;"Michałów (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;3;
2608043;"Pińczów (3)";;;;;;;;;;;;;;;;;;;;;;;;;9;9;
2608052;"Złota (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2609000;"Powiat sandomierski";;;;;;;;;;;;;90;85;66;71;70;81;79;77;66;50;49;42;54;50;
2609011;"Sandomierz (1)";;;;;;;;;;;;;;;;;;;;;;;;;19;16;
2609022;"Dwikozy (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;5;
2609033;"Klimontów (3)";;;;;;;;;;;;;;;;;;;;;;;;;5;5;
2609043;"Koprzywnica (3)";;;;;;;;;;;;;;;;;;;;;;;;;3;4;
2609052;"Łoniów (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;3;
2609062;"Obrazów (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;2;
2609072;"Samborzec (2)";;;;;;;;;;;;;;;;;;;;;;;;;7;7;
2609082;"Wilczyce (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;1;
2609093;"Zawichost (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;7;
2610000;"Powiat skarżyski";;;;;;;;;;;;;56;78;71;75;68;91;74;42;38;21;38;15;22;20;
2610011;"Skarżysko-Kamienna (1)";;;;;;;;;;;;;;;;;;;;;;;;;16;16;
2610022;"Bliżyn (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;0;
2610032;"Łączna (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
2610042;"Skarżysko Kościelne (2)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2610053;"Suchedniów (3)";;;;;;;;;;;;;;;;;;;;;;;;;1;1;
2611000;"Powiat starachowicki";;;;;;;;;;;;;74;65;79;76;70;90;72;76;69;47;36;33;32;41;
2611011;"Starachowice (1)";;;;;;;;;;;;;;;;;;;;;;;;;12;14;
2611022;"Brody (2)";;;;;;;;;;;;;;;;;;;;;;;;;4;7;
2611032;"Mirzec (2)";;;;;;;;;;;;;;;;;;;;;;;;;2;2;
